# maturity time: 1.500000
# model size: 2
# number of dates: 300
# spot: 100.000000 100.000000 
# dividend rate: 0.000000 0.000000 
# correlation: 0.000000
# volatility: 0.200000 0.200000 
100.000000 100.000000 
99.391752 101.697718 
101.761204 102.266225 
102.018597 100.990217 
103.016763 101.276736 
103.619808 102.755044 
102.268310 103.196846 
105.267491 102.162320 
103.797280 103.246817 
105.839926 104.931668 
107.019165 105.658302 
104.440152 107.153780 
104.460072 107.824036 
103.880862 107.666495 
104.661674 108.539866 
99.572039 108.825635 
100.765723 108.850542 
101.965629 110.824449 
103.498850 113.403591 
101.727373 113.417500 
101.557271 114.822560 
99.288518 111.282694 
100.438162 111.261160 
103.101788 110.126307 
102.352958 108.750724 
101.931068 108.968228 
100.324448 106.271587 
101.964709 103.923907 
102.287632 104.388971 
103.353413 105.995049 
102.728572 107.467259 
103.267767 106.886857 
104.221818 104.253493 
105.501987 105.768446 
105.397249 108.319321 
104.750856 110.514855 
103.521757 109.499926 
104.263501 107.411779 
104.820782 109.899639 
103.785726 109.451366 
104.613828 111.848240 
107.330014 111.903068 
108.473205 113.117957 
109.927546 112.519585 
109.747222 109.604571 
109.745456 107.734472 
112.287069 108.485668 
110.651026 110.624846 
109.340834 111.001398 
109.864214 109.517521 
110.991021 110.346711 
111.272451 106.725798 
112.546119 107.109818 
112.794797 106.001603 
110.262169 103.942830 
107.631246 101.708226 
105.095239 103.005633 
106.951736 102.483690 
105.983385 101.688700 
106.973684 100.773676 
107.435330 102.810683 
106.030000 103.145945 
107.853004 102.525452 
109.422978 104.358962 
111.389514 103.996307 
110.246911 104.471568 
109.612887 105.452276 
108.402086 107.781737 
107.280051 106.259314 
105.238182 104.416813 
