# maturity time: 1.500000
# model size: 2
# number of dates: 300
# spot: 100.000000 100.000000 
# dividend rate: 0.000000 0.000000 
# correlation: 0.000000
# volatility: 0.200000 0.200000 
100.000000 100.000000 
99.391752 101.697718 
101.761204 102.266225 
102.018597 100.990217 
103.016763 101.276736 
103.619808 102.755044 
102.268310 103.196846 
105.267491 102.162320 
103.797280 103.246817 
105.839926 104.931668 
107.019165 105.658302 
104.440152 107.153780 
104.460072 107.824036 
103.880862 107.666495 
104.661674 108.539866 
99.572039 108.825635 
100.765723 108.850542 
101.965629 110.824449 
103.498850 113.403591 
101.727373 113.417500 
101.557271 114.822560 
99.288518 111.282694 
100.438162 111.261160 
103.101788 110.126307 
102.352958 108.750724 
101.931068 108.968228 
100.324448 106.271587 
101.964709 103.923907 
102.287632 104.388971 
103.353413 105.995049 
102.728572 107.467259 
103.267767 106.886857 
104.221818 104.253493 
105.501987 105.768446 
105.397249 108.319321 
104.750856 110.514855 
103.521757 109.499926 
104.263501 107.411779 
104.820782 109.899639 
103.785726 109.451366 
104.613828 111.848240 
107.330014 111.903068 
108.473205 113.117957 
109.927546 112.519585 
109.747222 109.604571 
109.745456 107.734472 
112.287069 108.485668 
110.651026 110.624846 
109.340834 111.001398 
109.864214 109.517521 
110.991021 110.346711 
111.272451 106.725798 
112.546119 107.109818 
112.794797 106.001603 
110.262169 103.942830 
107.631246 101.708226 
105.095239 103.005633 
106.951736 102.483690 
105.983385 101.688700 
106.973684 100.773676 
107.435330 102.810683 
106.030000 103.145945 
107.853004 102.525452 
109.422978 104.358962 
111.389514 103.996307 
110.246911 104.471568 
109.612887 105.452276 
108.402086 107.781737 
107.280051 106.259314 
105.238182 104.416813 
106.003567 106.124425 
105.445887 105.623138 
108.623536 106.340771 
107.918075 106.076488 
106.161006 106.026335 
106.268774 105.689350 
106.592581 105.830451 
105.096589 102.631041 
107.845102 104.139307 
105.505401 105.252754 
105.351736 108.593462 
103.994693 107.532385 
102.110984 109.272891 
101.537562 108.318814 
99.987692 110.307197 
100.740211 107.575327 
99.852433 106.784736 
99.581371 109.095254 
98.377429 109.179122 
96.951341 111.573601 
98.716917 114.801532 
100.690090 113.113664 
101.310922 111.986508 
101.221809 111.412474 
100.653298 111.291211 
101.127760 110.421686 
101.863418 109.623491 
102.410687 109.918149 
101.756796 110.822577 
100.857680 112.221056 
99.945926 112.618104 
102.274692 111.514774 
102.591879 114.090509 
101.568099 114.450340 
104.766984 112.405714 
103.702003 114.230878 
102.776162 114.636077 
102.048195 115.271435 
101.945425 113.914201 
105.033646 112.240050 
102.842586 113.033419 
101.896039 116.688150 
102.482553 114.845944 
101.273435 113.460994 
101.914125 114.338204 
101.892441 118.039340 
103.721977 119.197032 
103.824765 119.991286 
103.007218 120.317257 
105.409663 124.044505 
106.005128 126.165320 
103.864856 127.179362 
102.587817 128.033159 
104.624086 129.570945 
107.540962 131.837748 
106.812479 131.865152 
109.800318 131.998226 
110.512565 132.311502 
107.855232 128.220953 
108.836858 126.990577 
109.776028 129.361883 
109.238411 125.198626 
108.530792 121.018485 
111.806955 119.537603 
109.423673 116.429729 
112.020847 119.487730 
112.575162 122.758103 
111.719036 125.933372 
111.990957 125.164651 
111.828569 125.375053 
109.391622 125.775135 
109.404084 125.482330 
107.402797 124.319688 
108.563380 124.637577 
110.503621 123.348167 
110.879644 123.092671 
108.886978 124.976545 
108.269344 124.746595 
110.115758 125.710216 
111.312879 124.238519 
110.898282 122.414637 
114.093748 121.236498 
111.389586 123.342141 
110.602311 123.569651 
109.698238 124.375162 
111.013767 121.424243 
110.877334 120.367491 
114.018916 121.315484 
110.097998 120.718681 
107.324436 120.281230 
107.798222 118.824131 
107.045310 121.089147 
105.224700 121.286571 
106.046438 120.303643 
104.585166 122.330249 
104.530650 118.753650 
104.812647 118.157818 
105.446518 118.098288 
104.840934 116.841269 
107.155306 114.871198 
105.667934 115.224376 
107.504589 112.913806 
105.487272 114.362316 
103.658379 114.271018 
105.148324 114.508814 
106.160398 112.773724 
105.369991 114.971482 
104.869584 116.613489 
104.910238 113.285350 
102.235268 112.399106 
102.655520 111.359920 
104.086927 113.411296 
104.093310 112.627417 
104.290390 113.107588 
104.655684 110.674842 
105.251130 108.865441 
105.175382 108.997113 
105.378177 110.911246 
107.392124 113.069592 
106.525937 113.276944 
107.066861 111.083607 
107.521615 113.601652 
110.273039 114.792272 
108.393351 114.297002 
107.601421 114.272285 
106.992787 116.113561 
106.771406 120.294922 
105.545296 116.801416 
102.860003 115.604431 
102.756566 115.910436 
104.200596 117.027403 
103.429447 116.406619 
103.414783 116.142407 
104.726688 116.578178 
102.767143 119.219716 
102.644425 118.618717 
102.284530 120.110154 
101.814739 122.547481 
103.884107 122.402124 
102.837020 121.272439 
104.667803 126.075750 
101.996158 126.279825 
100.328174 124.793883 
102.440933 123.299976 
103.738385 123.511489 
102.234575 121.685601 
102.992616 119.944848 
103.631075 119.071314 
104.216609 118.846323 
103.939030 115.367082 
103.773715 114.974920 
104.210432 113.765301 
105.708655 112.205965 
103.476499 114.237080 
104.195239 115.084651 
104.123389 116.513054 
105.634739 117.908253 
108.586455 116.931349 
106.372180 114.822283 
105.943319 116.118673 
106.834137 115.341807 
103.937043 117.305377 
105.363283 117.846571 
107.365185 117.482853 
108.980369 116.640866 
107.302305 115.422582 
110.711754 114.248368 
112.523124 113.370797 
114.247648 112.207977 
113.262033 111.882718 
115.466229 112.804970 
114.924788 113.242186 
113.794807 112.807475 
114.951869 113.294542 
114.344629 112.079172 
114.115879 111.167207 
115.272819 109.588476 
116.975046 111.577808 
116.117401 112.004291 
113.969060 112.720716 
