# maturity time: 2.000000
# model size: 5
# number of dates: 96
# spot: 100.000000 100.000000 100.000000 100.000000 100.000000 
# dividend rate: 0.000000 0.000000 0.000000 0.000000 0.000000 
# correlation: 0.500000
# volatility: 0.200000 0.200000 0.200000 0.200000 0.200000 
100.000000 100.000000 100.000000 100.000000 100.000000 
98.783345 102.395313 104.398843 102.281463 101.951470 
96.304217 102.860745 104.162484 102.647752 103.899081 
93.777586 102.278436 108.131105 101.116084 101.405337 
95.841221 107.025192 113.598735 105.975457 105.915547 
91.205202 107.034448 111.772359 105.297256 103.477193 
90.952722 108.313935 113.628991 97.775968 102.897079 
93.212101 109.698837 117.337494 102.407794 107.811141 
97.714520 108.944410 118.944243 103.510493 111.351304 
93.330322 100.741769 116.328733 99.753206 111.868342 
91.416886 98.430279 112.258096 97.133852 109.856605 
88.518610 92.663432 111.825296 91.457066 106.993245 
89.348068 94.821174 115.947692 92.126571 111.015415 
90.327151 94.433928 118.002651 89.027392 112.948080 
93.046498 95.679758 124.543373 90.300057 119.195254 
90.850861 93.017601 123.860940 86.281195 117.741660 
95.218248 93.574119 125.205794 88.793064 124.108041 
100.354252 96.150932 130.863627 93.190985 131.181742 
99.294736 95.367855 124.476524 91.593498 125.470943 
104.067471 98.842713 124.861543 96.570173 126.584800 
104.814100 100.040726 122.872356 98.244945 128.615845 
105.379708 94.568014 123.116183 97.609934 127.634324 
103.188029 89.899954 116.341795 90.911958 118.494589 
98.306876 89.739127 117.794227 89.315575 115.503393 
96.777099 90.517011 115.757278 89.384182 118.643278 
94.230686 89.836591 117.739717 88.132570 120.618240 
97.723329 94.415863 120.463942 89.067317 124.421147 
96.600111 95.438077 118.219852 91.807687 122.644224 
93.855299 90.933275 111.903798 89.865308 122.017906 
92.869895 89.703541 116.633746 91.239604 121.543459 
92.419017 86.928821 115.137481 90.266771 119.483703 
93.014522 87.417118 112.905413 85.737105 122.991707 
95.846503 85.365752 115.160862 86.089104 129.991867 
93.363113 82.805357 109.610693 86.031339 126.108028 
91.726218 79.877084 110.977455 86.179234 120.240769 
90.102916 78.143983 109.017114 87.927534 117.059556 
90.263547 76.222900 112.160567 90.641155 123.327707 
94.004679 75.778559 114.633094 90.453164 124.496496 
93.043483 74.645596 113.459573 90.328782 122.046150 
94.450401 74.251808 114.845602 91.212857 121.573206 
96.063976 73.720003 117.649704 90.645175 122.922297 
100.709762 74.181555 120.381749 95.856456 124.223829 
101.380731 78.624570 119.366597 95.620929 128.799060 
99.562915 78.408212 117.140603 95.519983 127.541231 
97.205337 81.673846 114.925575 92.267902 128.012025 
95.408138 85.600188 117.126371 90.992234 126.463216 
93.094125 85.506372 117.626217 90.470682 132.266591 
96.558600 88.601181 120.682859 93.702306 134.130603 
97.115441 92.555475 129.083138 97.351881 142.099341 
93.174862 91.953223 124.440334 96.344181 143.815479 
95.493814 97.730472 131.790021 98.753437 148.755625 
101.047342 100.714710 137.115984 102.304153 147.828926 
94.793275 99.126255 131.385163 100.598566 148.024010 
93.868014 93.101826 126.862557 92.702594 149.375992 
91.557742 88.515370 118.394887 92.857398 151.231913 
92.504583 93.324751 119.383412 98.503913 155.818553 
91.375046 92.518524 118.881166 94.461216 154.506772 
91.415724 92.161531 115.144318 92.228640 155.291122 
91.913038 95.354502 114.661916 93.551949 156.312108 
88.591663 96.166438 112.509472 92.173121 158.553510 
90.013309 98.808772 111.913323 92.482349 156.154492 
95.407362 100.005119 110.071512 96.366369 157.356185 
95.787287 98.763763 110.951471 98.218927 152.043782 
95.567454 97.140786 115.508320 99.997695 144.985003 
94.630360 92.403256 112.540509 98.566116 139.382798 
93.305951 94.871794 109.813685 98.517546 140.737830 
91.788449 91.820067 111.078309 97.507118 132.995624 
92.314233 91.270395 112.186114 97.657139 132.074802 
90.338866 93.844753 109.273251 94.994438 131.445730 
93.592955 92.162947 106.486657 96.756667 128.103211 
93.460364 94.453647 107.680416 99.104090 126.503575 
92.065037 97.002707 107.239914 101.582350 127.389089 
86.799724 89.987066 101.219967 97.465473 119.804726 
89.307193 94.273937 103.790688 98.817305 122.922434 
90.105268 95.284360 100.748715 99.466780 119.663989 
89.992071 95.431197 101.079410 102.385995 124.094470 
93.622933 95.956790 102.919558 104.861269 122.418838 
94.456506 100.281972 109.254848 109.681201 122.942267 
93.646407 98.568125 108.275384 107.732656 124.755721 
93.271132 104.722224 108.229013 104.174406 120.306352 
91.349843 103.457126 107.515836 105.491919 121.477367 
89.994312 101.728910 106.354244 103.984887 122.507916 
90.704184 98.778650 109.606870 104.000746 121.735524 
90.075337 100.637274 109.190536 107.633229 126.726624 
89.876483 98.745007 106.756342 109.531727 134.038040 
85.274006 96.461908 101.262943 104.048639 133.616104 
83.220947 97.440631 101.067727 101.208794 129.356444 
84.503338 95.722147 102.026143 100.189863 130.421187 
84.195619 95.101285 96.766018 98.363418 127.614392 
84.938519 93.753570 98.911911 96.587690 123.326949 
88.125299 96.674881 102.414386 98.974205 128.974197 
90.775353 100.207379 109.592674 100.956625 128.712378 
87.483204 97.676537 109.356609 100.682968 125.639071 
82.726603 97.864237 109.870886 100.185542 128.027993 
82.223735 100.179149 109.185784 97.972014 125.626048 
87.663563 101.590181 115.132929 99.978248 132.628869 
85.856235 99.012458 112.810595 101.420094 132.945805 
