# maturity time: 3.000000
# model size: 40
# number of dates: 100
# spot: 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 
# dividend rate: 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
# correlation: 0.000000
# volatility: 0.200000 0.200000 0.200000 0.200000 0.200000 0.200000 0.200000 0.200000 0.200000 0.200000 0.200000 0.200000 0.200000 0.200000 0.200000 0.200000 0.200000 0.200000 0.200000 0.200000 0.200000 0.200000 0.200000 0.200000 0.200000 0.200000 0.200000 0.200000 0.200000 0.200000 0.200000 0.200000 0.200000 0.200000 0.200000 0.200000 0.200000 0.200000 0.200000 0.200000 
100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 
98.551650 104.246846 105.978338 101.410858 100.656438 97.005716 102.450006 100.732132 101.476008 103.650154 96.869693 101.092345 107.374986 97.596899 96.647802 102.656718 104.926595 104.081580 102.787717 101.740867 94.233246 103.539380 100.082254 101.575189 98.682291 99.677869 101.887348 102.034898 88.536443 100.681886 102.998605 100.091601 102.978596 104.537578 103.760275 105.834582 95.893388 100.065567 99.626275 103.098419 
93.278965 96.583970 109.048094 101.398792 107.359427 94.633553 100.672672 97.712619 100.490176 104.195664 93.205415 95.107628 111.765902 92.432776 97.433864 103.822505 107.663039 108.086275 101.308178 105.274583 95.483286 102.211295 102.398640 95.588318 101.713968 103.299980 101.675855 108.206831 87.243279 105.791842 100.098966 97.889732 104.832568 99.757188 105.161336 111.979983 93.623771 99.103917 101.620757 108.755423 
99.358690 96.734323 111.954893 104.153531 110.958962 93.445225 100.304246 91.660454 100.521899 99.930121 98.616845 96.774585 107.857350 96.995733 94.665723 104.727464 108.968444 104.618348 103.909163 107.275793 96.111537 94.223671 105.330924 96.467252 102.301673 100.737335 96.208590 103.167848 82.261293 100.342974 94.453600 101.012595 109.465758 98.558545 102.880883 109.903183 95.815160 96.968195 102.734802 114.259938 
96.239419 97.543462 116.770202 102.661921 114.997997 97.626478 104.814706 90.914464 98.049721 101.088344 97.267954 99.050154 104.999605 102.364786 92.316327 101.176912 103.994987 100.266145 105.807618 111.663795 94.911391 93.170274 113.316860 98.115452 100.717629 100.160748 92.449642 103.085003 82.495277 99.598933 95.193927 101.379236 105.778314 91.451764 109.635722 113.942126 90.835421 99.562817 102.405026 123.392359 
93.264267 95.259163 111.696721 106.817953 113.462850 95.585683 100.974883 95.090698 99.902617 95.099331 95.215497 97.311107 104.339829 107.913779 89.638166 101.403539 100.376672 105.776026 110.629171 119.786130 99.661233 89.882460 115.076789 95.771848 100.536453 98.942932 91.215317 102.846899 83.480696 97.738284 96.933542 99.628935 107.213848 92.087748 107.967278 116.293610 88.913559 102.704993 100.187832 124.508681 
98.712450 93.022375 112.587118 113.003087 110.748729 96.360023 108.982086 91.015615 97.467977 98.961473 93.179781 98.193658 102.575247 109.423552 89.448959 98.538864 108.027443 102.044872 105.098779 121.914046 97.463962 97.203259 116.747507 92.143225 97.690453 96.079875 92.668200 104.842750 83.466825 105.708179 101.288453 102.075676 107.512456 93.631295 105.934279 117.110563 94.112727 110.713487 101.615917 129.833902 
93.935105 94.898125 109.265284 114.911179 116.252290 99.254933 116.616957 94.999217 95.892677 99.047028 99.729743 98.471521 104.249765 110.099861 84.301888 91.275483 110.490895 99.698388 107.372281 127.611313 96.333117 89.750255 114.944545 84.818951 105.109884 93.258579 87.935400 98.326104 88.434642 112.678909 102.556969 109.094106 105.558190 99.710682 106.604816 115.408218 93.812112 111.209393 96.311356 130.897566 
93.994687 94.391396 104.471185 112.360592 119.395884 99.913228 121.831672 92.642784 96.728266 98.580239 95.430459 102.240381 102.843765 109.643233 87.898301 93.045252 113.496730 96.898017 106.433106 123.114868 103.311634 87.680319 108.424045 88.504350 103.336174 93.713768 86.215749 99.939023 91.087356 106.280338 102.284819 106.821024 113.075513 101.681364 97.882475 114.062985 88.159839 110.264001 97.390709 127.092550 
92.427533 98.894886 100.207944 112.849911 121.735960 97.976257 117.802305 96.546612 96.639113 91.701778 96.096420 101.024272 104.411007 109.546861 86.697707 90.670248 119.774830 92.977813 102.887210 124.088174 107.804004 83.465572 103.544729 91.343771 99.037828 93.563833 89.314630 100.484887 93.283025 102.415237 100.465124 112.032251 111.804347 105.312793 98.010241 106.291002 82.784444 108.201429 98.409188 124.277693 
